gauge_id,sgr_dk_sav,glc_pc_s06,glc_pc_s07,nli_ix_sav,glc_pc_s04,glc_pc_s05,glc_pc_s02,glc_pc_s03,glc_pc_s01,pet_mm_syr,glc_pc_s08,glc_pc_s09,swc_pc_s09,ele_mt_smx,tbi_cl_smj,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,crp_pc_sse,glc_pc_s22,glc_pc_s20,glc_pc_s21,wet_pc_sg1,wet_pc_sg2,pac_pc_sse,swc_pc_s10,swc_pc_s11,swc_pc_s12,clz_cl_smj,gwt_cm_sav,glc_pc_s17,glc_pc_s18,hft_ix_s93,glc_pc_s15,ire_pc_sse,glc_pc_s16,glc_pc_s13,prm_pc_sse,glc_pc_s14,glc_pc_s11,glc_pc_s12,glc_pc_s10,kar_pc_sse,slp_dg_sav,glc_pc_s19,tmp_dc_s07,tmp_dc_s08,tmp_dc_s05,tmp_dc_s06,tmp_dc_s09,for_pc_sse,aet_mm_s06,aet_mm_s05,aet_mm_s08,aet_mm_s07,aet_mm_s09,tmp_dc_s10,tmp_dc_s11,aet_mm_s02,aet_mm_s01,tmp_dc_s12,aet_mm_s04,aet_mm_s03,lit_cl_smj,tmp_dc_s03,tmp_dc_s04,tmp_dc_s01,tmp_dc_s02,cls_cl_smj,pre_mm_syr,pnv_pc_s01,pnv_pc_s04,pnv_pc_s05,pnv_pc_s02,rdd_mk_sav,ele_mt_smn,pnv_pc_s03,pnv_pc_s08,pnv_pc_s09,pnv_pc_s06,pnv_pc_s07,wet_cl_smj,snw_pc_syr,pnv_pc_s11,pnv_pc_s12,pnv_pc_s10,pnv_pc_s15,pnv_pc_s13,pnv_pc_s14,cmi_ix_syr,pet_mm_s11,pet_mm_s12,pet_mm_s10,tmp_dc_smn,wet_pc_s08,wet_pc_s09,slt_pc_sav,wet_pc_s02,wet_pc_s03,wet_pc_s01,hdi_ix_sav,wet_pc_s06,wet_pc_s07,wet_pc_s04,wet_pc_s05,fec_cl_smj,glc_cl_smj,swc_pc_syr,hft_ix_s09,soc_th_sav,gdp_ud_sav,gdp_ud_ssu,tmp_dc_smx,cly_pc_sav,pet_mm_s02,pet_mm_s03,pet_mm_s01,snw_pc_smx,ppd_pk_sav,pet_mm_s08,aet_mm_s11,pet_mm_s09,aet_mm_s10,pet_mm_s06,pet_mm_s07,aet_mm_s12,pet_mm_s04,pet_mm_s05,inu_pc_slt,ero_kh_sav,aet_mm_syr,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,ari_ix_sav,tmp_dc_syr,tec_cl_smj,fmh_cl_smj,inu_pc_smn,pnv_cl_smj,pre_mm_s08,pre_mm_s09,run_mm_syr,pre_mm_s06,pre_mm_s07,pre_mm_s04,pre_mm_s05,snd_pc_sav,pre_mm_s02,pre_mm_s03,ele_mt_sav,pre_mm_s01,urb_pc_sse,lka_pc_sse,pre_mm_s10,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,gla_pc_sse,snw_pc_s07,snw_pc_s08,snw_pc_s09,inu_pc_smx,pre_mm_s11,pre_mm_s12,cmi_ix_s07,cmi_ix_s08,cmi_ix_s05,cmi_ix_s06,cmi_ix_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,cmi_ix_s03,cmi_ix_s04,cmi_ix_s01,cmi_ix_s02,pst_pc_sse,dis_m3_pmn,dis_m3_pmx,dis_m3_pyr,lkv_mc_usu,rev_mc_usu,ria_ha_usu,riv_tc_usu,pop_ct_usu,dor_pc_pva,area_fraction_used_for_aggregation
camelslx_001,41.56309657164062,0.0939138639959806,0.0,5209.910848362451,1.613799890080015,0.0,7.181388766506666,0.0,0.0,756.0421483778875,0.0,0.0,63.967760009166696,449.2483889115208,4,99.763575923213,100.0,100.0,95.99658465150382,88.52991407679039,78.21175031549664,68.45377386474702,63.10535371394815,33.3507735528289,6.716691166314631,0.0,0.0,0.0,0.0,11.108069810562808,69.96958546339017,82.51677273552062,94.86478196591516,10,187.77348940956003,0.0,0.4659180657212708,333.5947996066004,0.0,0.0,68.73973854981084,14.306564269696468,0.0,0.0,0.0,0.0,0.0,1.2743894976014205,35.724992860274526,0.0,173.4756642447372,169.1692775347674,125.25827910202922,157.1581197948258,141.15700639799377,9.642285329342274,97.9067619530701,97.20608529846136,68.68866054169528,89.679308308055,45.656350041630255,95.15291202263072,45.81152509825044,17.135500144095392,10.02022191919713,17.167004627976418,69.44050856057136,43.12370282741304,6,50.02261644092963,83.15520410149325,6.930528031157147,20.702127252812577,55,846.7335494193849,0.0,0.0,100.0,0.0,2447.6458005315244,253.7581307648389,0.0,0.0,0.0,0.0,0.0,13,7.66594454666082,0.0,0.0,0.0,0.0,0.0,0.0,10.830273053942316,15.09412546477483,8.996796252282689,37.255787623012274,6.930528031157147,0.0,0.0,39.13247385903052,0.0,0.0,0.0,900.0967304599133,0.0,0.0,0.0,0.0,404,16,83.44193709793853,334.99984785043534,41.28130954994891,68238.41702591749,6673180328.390951,173.4756642447372,22.34288617484282,17.135500144095392,43.12370282741304,10.118230158556164,28.60999643309084,560.9989500580898,109.79952527774016,11.887666513307398,71.36722252345247,25.695670610390906,126.80346555948266,132.99789243576592,8.0158916920454,72.44392390906754,111.66408264080304,0.9182335464048468,574.7810657378659,585.0498166189833,46.818251134407696,81.30434660295789,89.5351751448684,112.496366301695,90.8006354647714,686,7,0.3686882184911832,5,72.4587759233134,66.08777938162102,363.5311701062113,74.89105541375083,69.99300714465318,56.31208578460252,73.4346752151835,38.62061115048336,61.78733865374624,66.4180117758605,325.6725092382439,73.33019968437638,45.2744410178376,0.2603411620362626,71.04240407442103,24.27532291417228,12.080141436357504,3.098098001191239,1.0032037477173097,1.6502047655080934,0.0,0.0,0.7434396026371809,0.0111577399415944,0.0097432061224307,0.3727825938542375,77.75119702470354,83.74594893310059,-47.1161225943221,-33.35652319317695,-33.915123229109184,-41.1200660858654,-6.952569458211525,4.094185956109994,16.022713023553838,25.32642812426342,35.08125724269199,-22.56966684349249,86.42284165817581,71.3182342705255,21.01177019313621,0.648,3.289,1.992,0,0,17.803,35.584,94.847,0,0.9992597662777412
camelslx_010,33.0,0.0,0.0,5313.0,1.0,0.0,7.0,0.0,0.0,759.0,0.0,0.0,63.0,438.00000000000006,4,100.0,100.0,100.0,96.0,88.0,77.0,68.0,62.00000000000001,34.0,10.0,0.0,0.0,0.0,0.0,12.0,69.0,81.0,94.0,10,174.0,0.0,0.0,342.0,0.0,0.0,63.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,175.0,170.0,127.0,158.0,142.0,8.0,98.0,98.0,68.0,89.0,45.0,96.0,46.0,17.0,10.0,18.0,70.0,43.0,6,51.00000000000001,84.0,8.0,21.0,55,831.9999999999999,0.0,0.0,100.0,0.0,2805.0,259.0,0.0,0.0,0.0,0.0,0.0,13,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,9.0,37.0,8.0,0.0,0.0,36.0,0.0,0.0,0.0,898.9999999999999,0.0,0.0,0.0,0.0,404,16,83.0,344.0,42.0,83751.0,8582880768.0,175.0,20.0,17.0,43.0,10.0,28.0,587.518,110.0,12.0,71.0,25.0,128.0,134.0,8.0,73.0,113.0,0.0,503.0,582.0,47.0,81.0,89.0,110.0,91.0,686,7,0.0,5,72.0,65.0,352.0,73.0,69.0,56.0,73.0,44.0,60.0,66.0,316.0,71.0,46.0,0.0,71.0,26.0,11.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,81.0,-48.0,-35.0,-35.0,-43.0,-8.0,4.0,17.0,23.0,35.0,-24.0,86.0,71.0,22.0,1.114,5.709,3.417,0,0,37.306,108.194,169.867,0,0.993722655985236
camelslx_011,83.87040101384605,0.0254537134643048,0.0,2454.041284032006,7.352732880549789,0.0,22.22600187455105,0.0,0.0,677.1089246891406,0.0,0.0,75.03742861373291,562.5508166413533,4,100.0,100.0,100.0,98.0101274270573,93.0077549162887,84.0328312863607,77.04013236483694,74.03975502144463,21.69885285105937,0.0448468290440779,0.0,0.0,0.0,0.0,76.64614979802673,82.03543344635659,93.01322952792256,99.99534718457654,7,282.33853699725347,0.0,7.902128118315412,185.8816544472309,0.0,0.0019490643194213,29.59209152556297,32.84868929325155,0.0,0.0,0.0,0.0,0.0,0.0,50.31815805728365,0.0,158.01725434435747,157.00242799881983,112.01260152893404,143.02700442802248,126.0642033925281,29.614693239014752,97.0504839804794,92.03293287746882,73.01788234334602,91.033208629753,48.00970398060812,84.03442810397577,35.0371318550798,15.998050935680578,8.999999999999998,11.982448896989402,62.01997910183043,37.99024991633498,6,37.027004428022494,67.05195820061745,-0.976939803673234,13.032856383048662,47,938.8035718473036,0.0,0.0,100.0,0.0,1430.497819234624,276.113786547831,0.0,0.0,0.0,0.0,0.0,13,15.052137123861412,0.0,0.0,0.0,0.0,0.0,0.0,28.02840812016456,13.0,8.0,33.019601758438135,-0.976939803673234,0.0,0.0,38.98716882183866,0.0,0.0,0.0,896.9525870745904,0.0,0.0,0.0,0.0,404,13,90.00542850857697,136.7296641604048,54.31359479615186,88808.20832247693,1019882727.4571624,158.01725434435747,18.970270814504545,15.998050935680578,37.99024991633498,8.999999999999998,54.012835379280354,46.97847677083047,98.02517796118008,12.010127427057313,63.03048387228005,27.03520379712932,117.00790261045373,118.0255553045724,8.0,64.00985167477312,100.01255542587714,0.0,839.8741409943029,573.1900219703424,54.99292857075106,86.00780101934558,91.98712271878176,138.12329993751206,78.99760648286247,686,7,0.0,5,80.05220885621367,71.05628983244868,395.0116355076365,77.09294275302808,89.98182226832397,62.078493750882735,78.01638711683904,42.05306513410638,66.1179730200432,71.0711926724065,461.6376264599142,81.1141974888814,0.0541524598909697,0.9600972843903532,73.07356518317512,53.01266667874642,35.116744160826066,15.01611542653244,1.9928981793877816,1.0101735301141976,0.0,0.0,0.022627364883231,0.0019490643194213,0.0399027156096466,0.0,94.024688077054,95.1116882335735,-24.02337659102572,-18.9364693391942,-21.991515493614653,-33.93288830382852,11.021107041688316,7.047535034421298,25.18608579594413,40.194627328186726,47.03825979493768,-2.90870016764388,88.99762748923139,76.03478035068012,30.878344720123607,1.945,9.787,5.5440000000000005,1,0,58.464,174.25799999999998,24.57,0,0.9996021093220272
camelslx_012,33.64928170813812,0.0,0.0,5235.735476731562,0.3507182918618727,0.0,7.0,0.0,0.0,751.8579012104806,0.0,0.0,63.649281708138126,405.5359145930936,4,100.0,100.0,100.0,96.0,87.99999999999999,77.64928170813812,68.64928170813812,62.64928170813812,30.75359145930936,11.94784512441438,0.0,0.0,0.0,0.0,11.350718291861872,70.29856341627625,82.29856341627624,94.64928170813812,10,149.32729509075116,0.0,0.0,350.44066220579566,0.0,0.0,57.80574633489497,21.89569024882876,0.0,0.0,0.0,0.0,0.0,0.0,26.805746334894977,0.0,173.7014365837237,169.35071829186185,126.35071829186188,157.35071829186185,140.70143658372373,7.350718291861872,98.0,97.35071829186184,68.64928170813812,89.0,45.0,94.70143658372372,45.99999999999999,16.999999999999996,10.0,17.35071829186187,69.35071829186187,43.0,6,50.35071829186187,83.35071829186187,8.0,21.64928170813813,55,841.7392256220718,0.0,0.0,100.0,0.0,2870.5774525219504,262.8956902488287,0.0,0.0,0.0,0.0,0.0,13,7.649281708138126,0.0,0.0,0.0,0.0,0.0,0.0,10.94784512441438,14.35071829186187,8.350718291861872,36.99999999999999,8.0,0.0,0.0,37.29856341627625,0.0,0.0,0.0,898.3507182918618,0.0,0.0,0.0,0.0,404,16,83.64928170813812,349.84353537324307,42.649281708138126,90115.25930316992,6419539106.985617,173.7014365837237,20.64928170813813,16.999999999999996,43.0,10.0,29.29856341627625,536.1195614203695,108.70143658372372,11.350718291861872,70.35071829186187,25.649281708138123,127.35071829186184,132.70143658372373,8.0,72.35071829186187,111.70143658372376,0.0,708.8223014797862,581.3507182918618,48.29856341627625,81.64928170813812,89.64928170813812,111.94784512441436,90.35071829186188,686,7,0.0,5,72.0,66.29856341627625,364.98563416276255,73.64928170813812,70.29856341627625,56.64928170813812,73.0,42.05215487558562,60.64928170813812,65.99999999999999,315.3507182918619,72.29856341627625,37.55933779420434,0.0,71.64928170813813,28.597126832552505,12.298563416276254,3.350718291861872,1.649281708138127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.29856341627624,82.94784512441437,-46.70143658372374,-34.35071829186187,-34.99999999999999,-42.35071829186187,-6.052154875585618,4.0,15.701436583723744,24.94784512441438,35.649281708138126,-22.05215487558561,86.0,71.64928170813813,22.649281708138123,1.534,7.858,4.694,0,0,49.658,136.112,224.79,0,1.0
camelslx_013,34.50934533264143,0.0346915153633211,0.0,5200.707280334214,0.9542279806230864,0.0,7.455193067426507,0.0,0.0,761.7145159830708,0.0,0.0,62.58193504059774,437.02193978884026,4,99.73072161600643,99.99999999999996,99.99999999999996,95.92752524645206,87.84203959779715,76.8787865597975,67.68494959662954,61.69412342342366,33.3789439530946,9.435332509210482,0.0,0.0,0.0,0.0,10.718059503295567,68.52698919442672,80.45154777360115,93.49731979297808,10,173.928732747716,0.0,0.4136957165498607,337.3279904810344,0.0,0.0,63.56334458644757,17.21080138886337,0.0,0.0,0.0,0.0,0.0,0.0346915153633211,31.995019043320085,0.0,175.54845222639884,170.57515496056988,127.34662648203856,158.57515496056985,142.49765809310725,8.510528926861918,97.88781161717408,97.88365990429462,67.95925009453774,88.95925009453775,44.95422798062309,96.4751070718157,46.52938294119296,17.16211211508228,10.049923732256364,18.530253342228168,70.08046353474023,43.18466313637385,6,51.38546971028136,84.5252312283135,8.29583234874701,21.41217244445238,55,827.0046211439,0.0,0.0,99.99999999999996,0.0,2690.4761436746844,246.81670011018903,0.0,0.0,0.0,0.0,0.0,13,7.036746962000344,0.0,0.0,0.0,0.0,0.0,0.0,8.001757966113209,15.107166268911252,8.999999999999998,37.27430049790819,8.29583234874701,0.0,0.0,36.50317817009845,0.0,0.0,0.0,899.5482284259127,0.0,0.0,0.0,0.0,404,16,82.7348733288859,337.958504135902,41.64075877468703,77266.35137766413,7777055179.806727,175.54845222639884,20.40918867144323,17.16211211508228,43.18466313637385,10.107166268911254,28.03967280967257,562.5202653123591,110.48448132285124,11.887811617174082,71.40903990202567,25.03172484808568,128.19871030766507,134.39551393811067,8.0,73.15293828828815,113.08652192483918,0.8770177584658352,496.5054407046495,582.2034008032264,46.12902979641462,80.6502580812662,88.84706171171182,108.95598594673628,91.5344050551076,686,7,0.4537410961259642,5,71.68997171054421,64.689101309509,350.8551024699289,72.81046351912903,68.60950817580397,55.55021019251206,72.65737646142331,43.127346787736286,59.64835140404674,65.66239857533799,306.45951822579224,70.49039100184392,43.83753308836639,0.4687728887775857,70.32081131294557,25.760830585620536,10.9368586778822,3.7990446566749374,1.0,0.9818011158293142,0.0,0.0,0.0664163634490033,0.0,0.0,0.4762921174175298,76.31265665660419,80.29773908427775,-48.50268020702194,-35.43124172965827,-35.38839555795359,-43.24448232704199,-8.997205757702522,4.007118380157093,16.766615282703107,23.44906817587028,34.35340656206646,-24.66064060922477,85.73487332888591,70.55021019251205,21.811239402298,1.114,5.709,3.417,0,0,37.306,108.194,169.867,0,1.0
camelslx_014,33.952736240777995,0.0,0.0,4046.7558713310486,0.9936604161085542,0.0,24.260332522214995,0.0,0.0,738.8730035308383,0.0,0.0,65.98732083221711,427.9354716812302,4,99.99999999999996,99.99999999999996,99.99999999999996,96.99366041610855,88.99366041610855,78.99366041610855,70.10931865781194,64.98732083221711,31.03458459143912,1.7700244569177228,0.0,0.0,0.0,0.0,22.18271178386027,72.9873208322171,85.98098124832566,96.98732083221712,10,313.8029437860995,0.0,0.0,279.85991844952594,0.0,0.0,47.86032436305534,25.109318657811947,0.0,0.0,0.0,0.0,0.0,0.0,42.83228414684052,0.0,171.0126791677829,167.12833740948628,124.01267916778288,155.12833740948628,138.24399565118966,25.369651180026946,98.1156582417034,97.0,69.99366041610855,90.10931865781194,45.99366041610856,93.12199782559485,44.128337409486285,16.999999999999996,10.0,16.999999999999996,68.12199782559483,42.00633958389144,5,48.128337409486285,81.12833740948628,7.006339583891446,21.00633958389145,55,875.6793631021853,0.0,0.0,99.99999999999996,0.0,1786.5294613275023,223.271264836144,0.0,0.0,0.0,0.0,0.0,13,10.51834828151208,0.0,0.0,0.0,0.0,0.0,0.0,15.096639490029055,14.0,8.115658241703395,36.12199782559484,7.006339583891446,0.0,0.0,31.969643020867284,0.0,0.0,0.0,890.1663749128351,0.0,0.0,0.0,0.0,404,16,84.99366041610855,248.30755548563872,45.28703179810529,61599.93290250444,2178815018.164514,171.0126791677829,16.609989127974206,16.999999999999996,42.00633958389144,10.0,40.536026092861896,202.49373598222627,107.12199782559485,11.993660416108554,69.12199782559483,26.1156582417034,125.12833740948628,129.13467699337772,8.115658241703395,71.00633958389143,110.00633958389145,0.0,533.2797657733317,583.6812702824375,49.87800217440516,82.99366041610855,90.87800217440515,118.08396032224616,89.00633958389143,686,7,0.0,5,74.1029790739205,68.10931865781194,391.6891555979863,75.22497689951534,73.86532300662226,58.10931865781194,74.10931865781194,51.4203678511585,63.33429555732729,68.1029790739205,331.31393586532846,76.32795597343583,15.71853675452562,0.0,72.99366041610854,40.4203678511585,14.062054898589947,3.8780021744051583,1.8843417582966049,1.993660416108554,0.0,0.0,0.0,0.0,0.9936604161085542,0.0,83.0902999061376,87.32795597343585,-43.13467699337773,-31.01901875167433,-32.01901875167434,-39.8970209260795,-2.0190187516743374,5.640346107106922,20.499329529837745,33.208070119426054,38.102979073920494,-17.90336050997094,86.99366041610855,73.10931865781194,29.60864818764969,0.675,3.636,2.11,0,0,25.099,81.57,27.444,0,1.0
camelslx_015,35.90119287533777,0.0,0.0,3887.5381126030393,1.1112715065386736,0.0,25.14601519773268,0.0,0.0,737.978051785087,0.0,0.0,66.02662749997936,430.8353429044662,4,100.0,100.0,100.0,96.98440187071454,88.9938998105993,78.9938998105993,70.07256266078365,65.02662749997933,30.31956385307804,1.355610218683561,0.0,0.0,0.0,0.0,22.60121831384648,72.97808832314043,85.97220149191308,96.9783016813138,10,323.1507391817217,0.0,0.6623145514903875,270.42179567488,0.0,0.0,46.42735022238475,25.24797462321948,0.0,0.0,0.0,0.0,0.0,0.0,43.59320391298959,0.0,170.96862353007833,167.0569976783208,123.9686235300783,155.0086718596553,137.99543204245094,26.28783709396354,97.99150915273806,96.95167418133448,69.94536063376039,89.98087335156833,45.94061166381799,92.99782270031216,44.00845850148189,17.000000000000007,10.000000000000002,16.99050206011524,68.00257167025454,41.96230998250421,5,48.00370953153951,80.95538371287397,7.006100189400726,21.00113786128497,55,873.9435960944938,0.0,0.0,100.0,0.0,1735.146560372246,219.56313240965025,0.0,0.0,0.0,0.0,0.0,13,10.778355981113585,0.0,0.0,0.0,0.0,0.0,0.0,15.016785433259034,14.000000000000004,8.035299359634578,36.04593516080432,7.006100189400726,0.0,0.0,31.690377245981136,0.0,0.0,0.0,890.508699183704,0.0,0.0,0.0,0.0,404,16,84.99389981059929,236.1156345262148,45.88724034302619,63554.66597335335,1833668693.1619835,170.96862353007833,16.418230108741323,17.000000000000007,41.96230998250421,10.000000000000002,41.32774150878518,178.7902180538458,106.99782270031216,11.984401870714512,68.99760934213879,26.0350860014612,125.00845850148193,129.019307660825,8.035299359634578,70.96252334067759,109.91419752201205,0.0,558.984714644728,582.9182853742042,49.9586004509647,83.03747665932246,90.9055256623568,118.04341293323834,88.95777437073521,686,7,0.0,5,74.01835001089077,67.98044663522158,390.9425856737532,75.01574599485616,74.02405582972482,57.98540896333732,73.98540896333733,51.88664367533519,63.00611728630925,68.02309898083314,331.793364157606,75.99030579885037,13.02594973263149,0.0,72.94536063376039,41.23440503242693,14.77249577093184,3.944353541137551,1.9647006403654224,1.9460007082804884,0.0047489699423825,0.0,0.0049623281157579,0.0485391768389135,0.9893641988302684,0.0,83.04972648081247,86.99030579885037,-42.97119520033284,-30.979259331248027,-32.03254747802933,-40.03018916594817,-1.979686047594776,5.868081348814422,20.886677063658624,34.29280938379658,38.07142479949867,-17.983214566740973,86.98915084065692,72.98065999339497,29.7065845571126,2.617,13.675999999999998,8.036,0,0,97.631,339.516,308.536,0,0.999808946474646
camelslx_016,99.18313410085013,0.0131250485088616,0.0,1026.7521029878733,6.878043511599969,0.0,18.33566924369538,0.0,0.0,685.9688407285679,0.0,0.0,70.99301505961972,553.1938803470682,4,100.0,100.0,100.0,96.98962347521514,89.97924695043025,80.99131926741742,73.01148398033018,70.02355629731734,22.01170206734012,0.0,0.0,0.0,0.0,0.0,0.0862860680872384,76.9705662178477,87.99758762334335,97.97924695043028,7,346.601356149382,0.0,11.746371795725365,157.8315791922326,0.0,0.0,27.89006541056862,36.071662593445,0.0,0.0,0.0,0.0,0.0,0.0140793288077814,65.90063691660818,0.0,161.02925511633643,157.01535875934965,114.0413274333236,146.0413274333236,129.0437945340039,25.23035763600616,93.98487224567565,89.98774901719698,68.99694456266278,87.02396596815846,45.02291323663675,86.05234701878906,37.03570213807825,15.983355119289191,9.0,12.026378344815082,63.01952165223217,38.01494908850852,6,40.00118097931907,72.02362982109109,-1.959443875154352,12.044075957047596,47,847.857249696936,0.0,0.0,87.33154431443937,0.0,1412.1706937442457,210.536900848516,0.0,12.668455685560614,0.0,0.0,0.0,13,12.028717197697963,0.0,0.0,0.0,0.0,0.0,0.0,18.96188548526512,13.00457256372365,8.0,33.98792768301284,-1.959443875154352,0.0,0.0,38.97713718138176,0.0,0.0,0.0,926.9405566715926,0.0,0.0,0.0,0.0,404,13,86.99589183114107,98.9303453269572,59.99707950127947,38386.53999265888,259200487.18574625,161.02925511633643,20.003979921061568,15.983355119289191,38.01494908850852,9.0,45.06429108797885,47.610076284431486,98.96940834428386,11.016644880710809,64.01600182003023,25.98962347521514,117.97796082906908,119.99290991757763,7.995427436276352,65.99935693931941,101.96940834428388,0.0,584.2547567321319,556.993353127878,48.941670354333866,83.98029968195198,90.98962347521513,123.96404567233212,80.0579723140344,686,7,0.0,5,76.98094274263256,64.00778548231237,360.9987468549776,72.98903513855815,83.02173225731768,52.97496011575547,70.00778548231237,41.00575784904782,59.995303494484105,60.98163814252253,415.3992858965824,71.98597970122093,0.0,0.0448976835440486,65.98638937206205,45.060771255776906,23.9565714096381,6.049163333654471,1.991907604074406,1.983355119289193,0.0131250485088616,0.0,0.0,0.0176976122325101,0.9775511582279756,0.0,81.9931178168476,85.97729896863837,-30.01091444342334,-21.992445522712885,-30.995091289208982,-38.00346510817833,-0.0158443387787196,6.939688833082712,22.21134649065212,32.184814970590644,36.955259797707456,-19.014327212392296,87.00626835592594,72.99941166334301,36.07101522675931,2.383,13.088,6.89,2,0,89.83200000000001,353.141,29.117,0,1.0
camelslx_017,58.40638361456037,0.0,0.0,2605.5574226467056,2.3251068916482995,0.0,21.674893108351704,0.0,0.0,729.5123396625277,0.0,0.0,67.16255344582414,546.724251758462,4,100.0,100.0,100.0,97.0,89.16255344582414,79.16255344582416,71.16255344582416,66.16255344582416,31.918723277087924,0.0,0.0,0.0,0.0,0.0,6.413622362307142,73.24383016873622,86.3251068916483,97.16255344582416,10,305.19743460044083,0.0,13.756169831263774,181.48766033747248,0.0,0.0,29.593616385439628,31.812767229120745,0.0,0.0,0.0,0.0,0.0,0.0,44.6748931083517,0.0,169.7561698312638,166.83744655417584,122.75616983126376,153.83744655417587,135.9187232770879,23.918723277087928,97.16255344582416,96.0,69.24383016873622,89.16255344582414,45.16255344582415,91.91872327708792,42.91872327708793,17.0,10.0,16.837446554175852,67.0,41.00000000000001,5,46.837446554175855,78.83744655417586,6.83744655417585,20.83744655417585,55,870.0391568205488,0.0,0.0,100.0,0.0,1547.586377637693,207.7953266518124,0.0,0.0,0.0,0.0,0.0,13,10.081276722912074,0.0,0.0,0.0,0.0,0.0,0.0,15.568937060384522,14.0,8.0,36.00000000000001,6.83744655417585,0.0,0.0,37.91872327708793,0.0,0.0,0.0,897.3497862167035,0.0,0.0,0.0,0.0,404,13,85.16255344582416,132.51233966252758,48.6748931083517,87734.75776962508,1179724307.44467,169.7561698312638,19.918723277087928,17.0,41.00000000000001,10.0,39.837446554175855,86.76112756879886,105.91872327708792,12.000000000000002,68.0,26.08127672291208,123.91872327708792,127.83744655417586,8.0,69.91872327708793,107.91872327708792,0.0,879.4616684283002,577.8127672291208,50.16255344582415,84.08127672291208,90.08127672291208,119.73149050620866,87.83744655417586,686,7,0.0,5,74.24383016873624,67.3251068916483,391.7068111811536,74.32510689164832,76.16255344582416,57.325106891648296,73.3251068916483,42.08127672291207,61.65021378329661,68.3251068916483,335.6008551331864,74.73149050620869,3.756169831263776,0.0,72.24383016873624,38.756169831263776,17.243830168736228,3.918723277087925,2.0,1.0,0.0812767229120748,0.0,0.0,0.9187232770879252,1.0,0.0,84.48766033747245,85.73149050620869,-40.756169831263776,-29.756169831263776,-31.75616983126378,-40.6748931083517,-0.593616385439626,5.918723277087926,23.0,33.08127672291208,39.325106891648296,-17.43106293961548,87.08127672291207,72.24383016873624,29.593616385439628,1.423,7.615,4.393,0,0,46.683,154.721,26.361,0,0.986109523400249
camelslx_018,98.106113828478,0.953257586612818,0.0,998.9102780408648,1.6351091220028524,0.0,28.213394872658373,0.0,0.0,669.2486671548558,0.0,0.0,75.97009948397907,569.0512153207411,4,100.0,100.0,100.0,97.99842355423591,92.00814053216426,83.97325237550729,77.01641653265078,74.98152837599376,18.61768404964873,0.0,0.0,0.0,0.0,0.0,3.329844073350253,81.97777022134586,92.95838069557112,99.9815056337382,7,317.12337451324345,0.0,6.086121891120416,148.76899533241698,0.0,0.0076707373668059,20.16770681452024,42.91296434434975,0.0,0.0,0.0,0.0,0.0,0.0312248227561478,62.47526851233868,0.0,157.0646976344377,154.0958720665288,111.05907313763244,143.04110290147318,126.0904523884596,30.805945100637413,96.0039570128009,90.03637356418085,72.0023805670368,89.99833251599566,47.976875061832935,84.04775802611358,34.086268869096244,15.034888156657004,9.0,10.065167429235151,62.00519913208977,37.030840105615866,6,36.08422262853468,68.0472882313161,-2.948824106296835,11.092293810285106,47,919.9705905470666,0.0,0.0,99.9739764637655,0.0,1202.8549669701054,245.25998809444064,0.0,0.0260235362345112,0.0,0.0,0.0,13,14.09273419010937,0.0,0.0,0.0,0.0,0.0,0.0,26.96899283301244,13.003622686325665,8.0,33.0092471831309,-2.948824106296835,0.0,0.0,38.99637731367434,0.0,0.0,0.0,926.373899008384,0.0,0.0,0.0,0.0,404,13,89.96558163814046,93.03110647580876,65.93686363408442,46474.418937491406,160816515.24907598,157.0646976344377,20.90140707937612,15.034888156657004,37.030840105615866,9.0,48.21659838222785,30.170436562713864,96.06716923971474,12.002046240561564,62.99739292640073,27.006094291602707,116.01680414000188,117.02200327209164,8.0,63.99534668583916,99.03023484249616,0.0,520.2632007505666,566.0835115157979,52.99313338390589,85.98499285174164,91.9727825807098,136.96934990174324,78.03547840466791,686,7,0.0,5,80.98339471815112,68.99880231079312,388.0481689908906,77.00249434753263,89.97056927877654,59.0495017369812,75.00242499711878,39.14895802033673,65.97732316880399,67.03346396088766,466.8255386927517,78.98953343983581,0.0,0.0181134316283181,70.99461879142976,48.18315120301271,29.226612271561702,11.029349791938117,2.014212081511397,1.0312654703313389,0.953257586612818,0.0,0.0333117108929035,0.9645510103052876,1.0,0.0,89.96618094067709,95.95916312901744,-23.04684012434505,-16.059050395376865,-24.029991554261176,-33.03239380912438,8.955136765802681,5.133770973674133,32.057612349744446,38.40012579785648,44.98584140309632,-6.982536057841536,88.96715808390455,75.98510663223745,39.48389244257737,2.923,16.439,8.478,0,0,97.503,399.106,24.547,0,0.9999722206483482
