q_sim,q_obs
3.5120185377660493e-07,0.91
8.516968854829929e-07,0.57
1.3516313733669723e-06,0.46
1.8008762866112649e-06,0.41
2.184098939466998e-06,0.41
2.5010930042801664e-06,0.42
2.7578662759553787e-06,0.46
2.962595537781615e-06,0.55
3.124038360060235e-06,0.41
3.2500704244925957e-06,0.4
3.347535388188841e-06,0.4
3.4220802578506473e-06,0.4
3.4791861854458886e-06,0.39
3.523034512581774e-06,0.38
3.558549567165909e-06,0.39
3.5623059783710738e-06,0.42
3.571683177732747e-06,0.41
3.585311558316534e-06,0.4
3.6130450424428336e-06,0.4
3.655983908443791e-06,0.43
3.735868669999419e-06,0.41
3.874637443117054e-06,0.4
4.485054724157951e-06,0.43
6.974516493311052e-06,1.42
1.2802795074868707e-05,1.84
2.0490034576323943e-05,1.84
3.0076877801758793e-05,1.31
4.072611668020132e-05,1.13
5.142338296072754e-05,1.13
6.131446005973896e-05,0.96
7.015397985965726e-05,0.75
7.778554248509809e-05,0.63
8.738239869903573e-05,0.57
0.00010281269632837387,0.51
0.0001205244797585043,0.69
0.00013760944645231272,0.58
0.00015353886054851176,0.49
0.00016966887113278978,0.47
0.0001876324383725017,0.58
0.00020633596473519173,0.53
0.00023608756549219393,0.49
0.0002799672266359292,0.71
0.00033863680706372007,1.0
0.0004232389241695779,0.98
0.0005454094179237998,1.52
0.0007250356779837237,1.86
0.0009194902075434366,2.45
0.001102043729668455,1.95
0.001280045260893645,1.6
0.001442666903853094,1.39
0.00158288816252005,1.31
0.0017008607713606776,0.95
0.0017986288309845542,0.81
0.0018797222484121853,0.65
0.001951980048301356,0.64
0.002071647082990747,0.67
0.0022674148081136577,1.05
0.002614430779474733,1.31
0.0031426538800903106,2.3
0.003835595945304258,3.18
0.00457881660049596,3.68
0.005316694564259316,3.26
0.005993611423891521,2.66
0.006584361516731508,2.25
0.007111007585634818,1.83
0.007575121836062824,1.56
0.00797031366929688,1.37
0.00834633970308294,1.26
0.008803852119826655,1.21
0.00927012937096551,1.37
0.009686527984201526,1.53
0.010036982201825093,1.17
0.010326782848337962,0.99
0.010559374358886731,0.87
0.010742289083714966,0.74
0.01089404257466554,0.71
0.011017923059776277,0.74
0.011118637825369605,0.79
0.011217602082783844,0.66
0.011308885435613425,0.56
0.011406402622603139,0.49
0.011499022123730497,0.49
0.011617445828062758,0.45
0.011795465833223922,0.5
0.012030296801845322,0.6
0.012276551739765494,0.54
0.01252916577026504,0.47
0.012761508675340701,0.42
0.012960008601325273,0.4
0.013131032169420633,0.34
0.0133027433911922,0.32
0.01346202192012014,0.57
0.013644432691396912,0.45
0.013839748641339149,0.44
0.014029113704122256,0.42
0.014194966483607694,0.42
0.014332959264415145,0.41
0.014443196601335995,0.39
0.014527595990685975,0.39
0.014625528562519717,0.4
0.014757899647437513,0.45
0.014899832492588203,0.41
0.015047228942727428,0.4
0.015257265916939156,0.4
0.015583123816368265,0.52
0.015974590730317387,0.67
0.016375217951658652,0.68
0.01674027195297166,0.46
0.017057682216328612,0.42
0.017354227782262942,0.44
0.017622086780743687,0.43
0.017885072218530865,0.41
0.01817249333304191,0.41
0.01848635396339573,0.44
0.01881237121492732,0.46
0.01911535627735778,0.43
0.019416983605793005,0.46
0.019694866209563348,0.42
0.019931579435736167,0.39
0.020120400391882908,0.4
0.020269349614760283,0.39
0.020385314819454454,0.39
0.020473952828085045,0.39
0.02053940516760633,0.39
0.020584092313611083,0.38
0.020623121629300325,0.37
0.020680541838655808,0.41
0.02075453145432224,0.46
0.020859941723943128,0.38
0.020996166196072853,0.46
0.021140177262667575,0.4
0.021308788564720405,0.39
0.021487048992019777,0.43
0.021651753388373565,0.43
0.02179310466321792,0.37
0.02191820507102188,0.41
0.022023798156219295,0.39
0.02210668401417734,0.36
0.02216807835387417,0.36
0.02221102003209158,0.35
0.02223907287603464,0.35
0.02225258532812101,0.37
0.022256323754902163,0.37
0.022249935237611134,0.37
0.0222358278406955,0.35
0.02221672025052273,0.35
0.022191121505816806,0.35
0.022165203022942594,0.36
0.022138526795939653,0.37
0.022110735789310904,0.37
0.02208206357380879,0.37
0.02205778794321486,0.37
0.02205433187051004,0.46
0.0220760995600058,0.4
0.022116411126985584,0.46
0.022159581251992348,0.37
0.02221272856911873,0.35
0.0223140392107513,0.39
0.022440312293837555,0.52
0.022574485650693105,0.4
0.02272207236032832,0.38
0.02286277231573066,0.36
0.0229892449450906,0.35
0.023095184402065035,0.35
0.023179374454988494,0.33
0.02324477119186658,0.33
0.02329184379814048,0.33
0.02332203938527993,0.32
0.023341228555511906,0.33
