q_sim,q_obs
4.171829323542804e-05,0.44
7.013466053870367e-05,0.45
7.881601048556828e-05,0.45
7.913195555898925e-05,0.41
7.67384336741487e-05,0.4
7.363487400545337e-05,0.41
7.043703351677195e-05,1.13
6.73312296754917e-05,1.42
6.441078055017057e-05,0.98
6.172134778762207e-05,1.21
5.908289771778547e-05,0.97
5.692093591786069e-05,0.74
5.470800477972266e-05,1.16
5.2393598775437894e-05,0.72
5.009723325096443e-05,0.63
4.787467454068276e-05,0.59
4.5742604703964694e-05,0.55
4.370317599474761e-05,0.55
4.194193672481735e-05,0.52
4.020754923505867e-05,0.54
3.846730204048478e-05,0.51
3.676873374648096e-05,0.51
3.5133787231711247e-05,0.48
3.35680877718803e-05,0.47
3.2071177813761353e-05,0.45
3.0640750310107086e-05,0.44
2.9274050408958676e-05,0.45
2.796829204553061e-05,0.44
2.672077174587478e-05,0.44
2.552889562919937e-05,0.43
2.4462471437137555e-05,0.43
2.3424398083719554e-05,0.44
2.240046086345457e-05,0.44
2.303921748476183e-05,0.77
2.385869888488631e-05,0.58
2.3736756920468324e-05,0.45
2.301515355275267e-05,0.44
2.2093766494856728e-05,0.44
2.1138784084115377e-05,0.44
2.0204343597764158e-05,0.44
2.128634136323055e-05,0.45
2.1775137370682182e-05,0.51
2.1364782412249055e-05,0.41
2.0593783206578288e-05,0.39
1.972915861608808e-05,0.37
1.8864308362394112e-05,0.38
1.802698249030157e-05,0.37
2.305671817981061e-05,0.37
3.103539375671403e-05,0.54
3.476681243854081e-05,0.38
3.5103105747574765e-05,0.37
3.413461869516161e-05,0.37
3.2786704668790097e-05,0.37
3.137291236821951e-05,0.35
3.447081751039231e-05,0.36
3.6191109941949065e-05,0.41
3.8139887905314074e-05,0.37
5.7420889521407795e-05,0.65
7.405061442026034e-05,0.46
7.975448527657566e-05,0.41
7.933526798697538e-05,0.37
7.676295692787053e-05,0.34
9.008339206025533e-05,0.38
0.00010725109443089504,0.42
0.00011379596656256347,0.41
0.00011283045836348398,0.44
0.00010908865456774728,0.38
0.00010459859480543321,0.36
0.00010003737844593228,0.36
9.560330872254903e-05,0.36
9.13463185052154e-05,0.35
8.727373494161768e-05,0.35
8.338138708485304e-05,0.35
7.96622935143414e-05,0.35
7.61089978220816e-05,0.35
7.27141734398281e-05,0.34
6.947076905052262e-05,0.34
7.28533309418565e-05,0.34
7.43075423865282e-05,0.35
7.902080390760723e-05,0.34
8.05859452308269e-05,0.33
8.233182008978626e-05,0.33
8.175318954248779e-05,0.33
7.925424258228794e-05,0.33
7.608333766225537e-05,0.33
7.27963224046764e-05,0.32
6.957899856813998e-05,0.32
6.648346152758844e-05,0.32
6.352008940111616e-05,0.32
7.19879055056705e-05,0.32
7.697846779668242e-05,0.36
7.674387752728962e-05,0.32
7.435861147878401e-05,0.32
7.13496153183876e-05,0.32
6.832132300938908e-05,0.31
6.53464905063637e-05,0.31
7.460647171595925e-05,0.31
9.332185095551491e-05,0.34
0.0001485484539867973,0.35
0.00024692725896499894,0.47
0.0003457869994486698,0.62
0.0006954922417884957,0.78
0.0011681898023716787,1.45
0.001398161737534616,0.85
0.0021743709030340366,0.63
0.002713108257926619,1.4
0.002860216088427129,0.81
0.002822500917945384,0.58
0.0027237287224206267,0.53
0.0026099473792463405,0.51
0.0024956387772021903,0.51
0.002384881772439818,0.49
0.002381269517913229,0.47
0.0027384883293353913,0.47
0.0034866022371387966,0.67
0.003927962971197292,0.66
0.004497120150665827,0.6
0.005127872691072641,0.81
0.0053465076859886135,0.8
0.005270662363184296,0.66
0.0059011428849410205,0.6
0.00624390484592929,0.88
0.006507229470277752,0.72
0.008019985407760616,0.68
0.010840488276494607,1.46
0.012895710475904452,1.75
0.013929799866780126,1.25
0.017151295106530785,1.14
0.020425517239707,2.45
0.023487264280539145,1.7
0.026265836451525616,1.73
0.02940624577361605,1.66
0.03111209008141697,1.69
0.031053925652580326,1.41
0.030122014512983568,1.18
0.02891647070078754,1.06
0.027666112976864013,0.96
0.02644289712200243,0.87
0.025266303005393672,0.84
0.024140057102699,0.79
0.023063486847931233,0.74
0.02203479220552449,0.73
0.02105194549188188,0.72
0.020112929257166498,0.69
0.019215795402150824,0.68
0.018358677513752093,0.65
0.017539791111359032,0.64
0.016757431009009706,0.64
0.01628924112207124,0.62
0.015765345162065056,0.61
0.01670550642828054,0.61
0.018292897683904484,0.68
0.01950003519518999,0.62
0.019631967516150275,0.6
0.019111561026798306,0.59
0.018369471918433473,0.59
0.01758203355868105,0.57
0.02560511802124271,0.67
0.032593187468761206,1.62
0.038475498156516644,1.32
0.04065919865742889,1.13
0.041523008903827735,0.94
0.04103202057565675,0.9
0.039688782599457004,0.86
0.03807043573555671,0.83
0.036416384056758996,0.75
0.035229368847356834,0.74
0.03627835401299687,0.71
0.03646900283948,0.81
0.04236040795492753,0.73
0.04789993093288804,1.27
0.04939667880086314,0.99
0.048476576672667256,0.87
0.04866577650445304,0.83
0.050257307343000664,0.86
0.050218431239917344,0.75
0.050686929499434916,0.73
0.050057497897101885,0.72
0.04843579808632842,0.68
0.04647012478405536,0.68
0.04445452655395005,0.66
0.04248761362975621,0.66
0.04347732981061649,0.65
0.04651066481431003,0.69
0.061534757420049865,0.91
0.07027579900591949,1.38
0.07157841397509421,0.92
0.06981952831569674,0.86
0.07879241345767934,0.83
0.08904851826745588,1.15
0.09217494024425708,1.03
0.09061155867518952,0.9
0.08736608130997224,0.85
0.08370023793862191,0.8
0.0800308682280701,0.77
0.07647831465253037,0.74
0.07307152970921066,0.73
0.06981335034473748,0.7
0.06669963198200934,0.69
0.06372457826253881,0.67
0.06088217037632834,0.63
0.05816653369966927,0.64
0.055572024162372224,0.64
0.0571099631140965,0.64
0.05961416298755422,0.71
0.05964266577447841,0.64
0.05795600452732085,0.6
0.05567649094529701,0.6
0.05328197900094951,0.59
0.06059640488939585,0.6
0.06491555415120372,0.74
0.0931135306583771,0.59
0.18263268234653252,3.52
0.27310864367933063,9.83
0.34195800073654903,4.56
0.3962527347410839,3.35
0.4144045631282912,2.85
