like1,parBETA,parFC,parK0,parK1,parK2,parLP,parPERC,parUZL,parTT,parCFMAX,parCFR,parCWH,paralpha,parbeta,chain
-24359.88,2.2044632,532.1698,0.47800273,0.1864093,0.17298299,0.80857295,5.8206306,36.102207,-1.2003036,4.112489,0.060503613,0.10168692,1.4702455,5.782494,0.0
-26870.379,3.4917297,879.28094,0.36005282,0.37331513,0.09970429,0.30132225,7.244217,59.70615,-1.8759128,6.4158897,0.036017206,0.025273621,1.8119504,0.8424568,1.0
-25775.367,4.0512166,404.4094,0.58876854,0.06808707,0.14907831,0.60697293,2.2481694,24.329208,-0.030842049,5.1853356,0.07193228,0.12801439,2.564201,4.1679697,2.0
-24735.441,2.8495312,652.6809,0.25044173,0.24677807,0.052682504,0.7025518,3.457642,73.6376,1.2182171,2.8371663,0.0501052,0.17629428,0.7487654,2.4323585,3.0
-24471.145,5.4293675,154.04889,0.7009631,0.43892503,0.025866413,0.39050978,8.646027,48.837368,1.7967134,8.7964945,0.0123978,0.048107382,0.4164136,4.8824577,4.0
-23411.283,1.6328977,770.59705,0.79896426,0.13117047,0.07558732,0.9053802,4.7003727,12.408068,-0.6293165,1.628452,0.024377618,0.07312989,1.1191219,3.259343,5.0
-25603.732,4.729583,281.57825,0.15094498,0.3087548,0.12330714,0.49324837,1.282774,86.986916,0.6030134,7.498963,0.0846221,0.15455756,2.2014153,1.7137914,6.0
-24541.611,3.2894418,298.58218,0.3219437,0.28546736,0.13817403,0.7532934,5.6245074,65.05128,0.33103055,5.581642,0.06425829,0.1389172,0.91589254,5.983788,0.0
-26500.973,3.4917297,991.6628,0.36005282,0.37331513,0.09970429,0.51125073,9.560011,34.587276,-1.8759128,6.4158897,0.036017206,0.035508238,1.8119504,2.1380072,1.0
-25402.713,4.0512166,309.02756,0.58876854,0.06808707,0.06050547,0.60697293,2.3079872,24.329208,1.7282662,5.1853356,0.07193228,0.1302318,1.2602185,4.1679697,2.0
-25541.352,4.1418905,445.7935,0.16682191,0.33273765,0.074673526,0.51879233,2.0070524,93.79692,1.7306056,5.3572555,0.077993505,0.18683673,1.234069,1.7727875,3.0
-24372.28,5.19571,58.470608,0.5956536,0.48464903,0.021064574,0.23413748,8.429497,54.4396,2.0787516,8.391805,0.026368394,0.039422344,0.8825663,3.9092178,4.0
