gauge_id,p_mean,pet_mean,aridity,frac_snow,moisture_index,seasonality,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur
camelsde_110000,3.671325804243669,3.3069288158795342,0.9007451237525882,0.1424290179160666,0.1765377035529262,1.0853355744603848,0.0288843258042436,1.0989583333333333,0.4956194387405886,3.202565236620964
camelsde_110010,3.610596851471594,3.304833675564681,0.9153150605052204,0.1422295194886244,0.1663394977990634,1.0938826717291477,0.0290212183436002,1.0984455958549222,0.4971937029431896,3.202821869488536
camelsde_110020,3.202868583162218,4.254266940451745,1.3282677168888,0.1336385389945063,-0.0911908784462818,1.0971701650510997,0.0299110198494182,1.1176470588235294,0.5047227926078028,3.206086956521739
camelsde_110030,3.1386167008898016,3.93613826146475,1.2540996995105678,0.1307278583117719,-0.0541891775813166,1.0868299610786338,0.0291581108829568,1.109375,0.5048596851471595,3.1916919082648203
camelsde_110040,3.1077556468172483,3.3740383299110195,1.085683275442353,0.1308682713856891,0.0346558155385038,1.0147054126014363,0.0342231348391512,1.17096018735363,0.5291581108829568,3.2145530145530143
camelsde_110050,3.9994928131416834,3.448788501026694,0.8623064628831274,0.2344633764711035,0.2001826364686183,1.1014747328027243,0.0282683093771389,1.116216216216216,0.4854893908281998,3.158058771148709
camelsde_110060,3.7071204654346337,3.8234654346338126,1.0313841889639102,0.2136434977609825,0.0645362214763505,1.027534439480592,0.0333333333333333,1.1734939759036145,0.5108145106091718,3.154268808114962
camelsde_110080,2.7158733744010948,3.724960985626284,1.3715517890990456,0.0722805870443406,-0.1106054716846979,1.1120872318196056,0.0326488706365503,1.125,0.5393566050650239,3.377625375053579
camelsde_110090,2.95992334017796,5.925008213552361,2.001743806377138,0.1314955211609179,-0.3768084874673127,0.8845170418981837,0.0320328542094455,1.1090047393364928,0.5186173853524982,3.2325085324232083
camelsde_110100,3.356580424366872,3.446252566735113,1.026715326621484,0.1405052586269838,0.0914771414048431,1.1290798444098782,0.0297741273100616,1.092964824120603,0.5060917180013689,3.240140227870289
camelsde_110120,3.1733709787816564,3.053401095140315,0.9621948128839948,0.1295273008006215,0.1308800183499858,1.0363383069543917,0.0342915811088295,1.1570438799076213,0.5290212183436003,3.236599664991625
camelsde_110130,3.3272600958247778,3.434673511293634,1.03228284305265,0.1322842155375153,0.0663984462554429,0.9957138480228798,0.0355920602327173,1.16331096196868,0.5299110198494182,3.220465890183028
camelsde_110140,2.962355920602328,3.3529301848049284,1.1318458263189344,0.1389056959285783,0.0321537653600982,1.1735165518620931,0.0334702258726899,1.1241379310344828,0.5272416153319645,3.3131182795698924
camelsde_110150,3.5822703627652293,3.303639972621492,0.9222196088157186,0.1421283774611092,0.1615947304039813,1.0978044367038673,0.0292265571526351,1.100515463917526,0.498425735797399,3.202286719437115
camelsde_110160,2.930847364818618,5.677208761122519,1.937053709882932,0.1331601906291145,-0.3527453782576418,0.9156058105795744,0.0321013004791238,1.103529411764706,0.5201232032854209,3.2557840616966582
camelsde_110170,2.2785763175906912,4.032237508555783,1.76963021928507,0.0,-0.2220252975559851,1.2973007358310626,0.0387405886379192,1.1718426501035195,0.5837782340862423,3.627817949808592
camelsde_110180,2.2909808350444902,4.081005475701574,1.7813354931981884,0.0,-0.2252590562866251,1.30011798457131,0.0381930184804928,1.1797040169133193,0.5757015742642027,3.6114212108200943
camelsde_110190,2.507028062970569,4.037918548939083,1.6106395491060308,0.0,-0.1780637675667426,1.2499068107606393,0.0351813826146475,1.16289592760181,0.5529774127310062,3.426208651399491
camelsde_110200,2.3712559890485965,3.9323230663928816,1.6583292080458265,0.0,-0.1911718571376684,1.2699976404562372,0.0354551676933607,1.1640449438202247,0.5624914442162902,3.502983802216539
camelsde_110210,2.422011635865845,3.9814455852156057,1.6438589832753954,0.0,-0.1814009117748289,1.305930910196326,0.0360027378507871,1.158590308370044,0.5692676249144422,3.555793073963232
camelsde_110220,4.321188227241615,4.069026009582478,0.9416451669312952,0.2255794894866099,0.1246274795329771,1.032450035612121,0.0348391512662559,1.2206235011990407,0.5023956194387406,3.1747404844290656
camelsde_110230,3.852762491444216,3.3797433264887062,0.8772259733098166,0.1467241442112132,0.1888178633828908,1.0973071542934638,0.0297056810403833,1.133159268929504,0.4921286789869952,3.20838911200357
camelsde_110250,4.150425051334702,3.433982203969884,0.8273808493097778,0.2446411203370158,0.2210682137470762,1.1284086110843234,0.0293634496919917,1.125984251968504,0.4854893908281998,3.179291797400269
camelsde_110260,3.785775496235455,3.4432470910335384,0.9095222615438966,0.1465731144539331,0.1642011045966621,1.1143311462578178,0.0305954825462012,1.146153846153846,0.4937029431895962,3.2330793366203494
camelsde_110270,4.127415468856947,3.4489835728952767,0.8356279126536402,0.255172415489136,0.2096163814974683,1.1977143928869196,0.0311430527036276,1.1607142857142858,0.4876112251882272,3.2003593890386344
camelsde_110280,3.710006844626968,3.3427440109514035,0.9010075050919504,0.0841023280687401,0.1631807098389129,1.2530474406233003,0.0334017796030116,1.148235294117647,0.5024640657084188,3.2568766637089617
camelsde_110290,3.477110198494182,3.4757624914442165,0.999612406000089,0.0887492096305692,0.0999813945384026,1.3147962260534802,0.0345653661875427,1.163594470046083,0.5225188227241615,3.3585569731632203
camelsde_110300,3.606922655715264,3.527218343600274,0.9779024060888316,0.0886138540713427,0.1119330257212402,1.300306031946738,0.0336755646817248,1.160377358490566,0.5160848733744011,3.340717766947275
camelsde_110310,3.6353223819301848,3.5511984941820667,0.9768593046475696,0.0840931861328367,0.1153300869527861,1.2107699614469976,0.0293634496919917,1.137931034482759,0.4941136208076659,3.1999113475177303
